,Filename,Flowrate,SaPerm,MgPerm,MajorAnisotropy,MinAnisotropy,MagnesitePercentageInitial,SandPercentageInitial,MagnesitePercentageInitial.1,SandPercentageInitial.1,Porosity,OveralRate(mol/L/s),OveralRate(mol/s),AveragePorosity,pH,poriosity_change,kratio
2735,91/100&10@5,5,1.00E-12,1.00E-13,100,10,0.1,0.9,0.07745,0.92255,0.35,-1.20E-08,-1.68E-09,35.000557,4,0.000557,1.00E-01
157,6040/1&1@7,5,1.00E-12,1.00E-13,1,1,0.4,0.6,0.398425,0.601575,0.35,-3.27E-08,-4.58E-09,35.0015773,8,0.0015773,1.00E-01
3273,73same/20&10@3,5,1.00E-13,1.00E-13,20,10,0.3,0.7,0.309425,0.690575,0.35,-3.40E-08,-4.76E-09,35.0017265,6,0.0017265,1.00E+00
2679,90%10% mg/20&10@4,5,1.00E-13,1.00E-12,20,10,0.1,0.9,0.101475,0.898525,0.35,-4.17E-08,-5.84E-09,35.0019243,4,0.0019243,1.00E+01
558,8020/20&20@8,5,1.00E-12,1.00E-13,20,20,0.2,0.8,0.148925,0.851075,0.35,-2.70E-08,-3.78E-09,35.0012793,8,0.0012793,1.00E-01
835,5050/20&10@8,5,1.00E-13,1.00E-12,20,10,0.5,0.5,0.4188,0.5812,0.35,-3.15E-08,-4.41E-09,35.0015736,8,0.0015736,1.00E+01
3386,91/10&10@1,5,1.00E-12,1.00E-13,10,10,0.1,0.9,0.100575,0.899425,0.35,-2.94E-08,-4.12E-09,35.0015232,6,0.0015232,1.00E-01
463,8020/10&10@3,5,1.00E-12,1.00E-13,10,10,0.2,0.8,0.2245,0.7755,0.35,-3.22E-08,-4.51E-09,35.0015413,8,0.0015413,1.00E-01
2000,80%20%/50&10@3,5,1.00E-13,1.00E-13,50,10,0.2,0.8,0.210475,0.789525,0.35,-3.27E-08,-4.58E-09,35.0014764,8,0.0014764,1.00E+00
3166,73mg/10&1@1,5,1.00E-13,1.00E-12,10,1,0.3,0.7,0.295375,0.704625,0.35,-3.18E-08,-4.45E-09,35.0017448,6,0.0017448,1.00E+01
2629,73same/50&20@4,5,1.00E-13,1.00E-13,50,20,0.3,0.7,0.368625,0.631375,0.35,-4.19E-08,-5.87E-09,35.0021539,4,0.0021539,1.00E+00
3193,73mg/100&50@3,5,1.00E-13,1.00E-12,100,50,0.3,0.7,0.231575,0.768425,0.35,-3.13E-08,-4.38E-09,35.0016778,6,0.0016778,1.00E+01
2781,91/50&50@1,5,1.00E-12,1.00E-13,50,50,0.1,0.9,0.115675,0.884325,0.35,-1.98E-08,-2.77E-09,35.0008936,4,0.0008936,1.00E-01
1869,70%30%/50&20@2,5,1.00E-13,1.00E-13,50,20,0.3,0.7,0.2768,0.7232,0.35,-3.40E-08,-4.76E-09,35.0015235,8,0.0015235,1.00E+00
2503,73mg/100&100@3,5,1.00E-13,1.00E-12,100,100,0.3,0.7,0.256625,0.743375,0.35,-3.98E-08,-5.57E-09,35.0021095,4,0.0021095,1.00E+01
2761,91/20&20@1,5,1.00E-12,1.00E-13,20,20,0.1,0.9,0.0966,0.9034,0.35,-3.32E-08,-4.65E-09,35.0015258,4,0.0015258,1.00E-01
1397,9010/20&20@6,5,1.00E-13,1.00E-12,20,20,0.1,0.9,0.09625,0.90375,0.35,-3.02E-08,-4.23E-09,35.0014261,8,0.0014261,1.00E+01
2406,55/50&20@5,5,1.00E-12,1.00E-13,50,20,0.5,0.5,0.50685,0.49315,0.35,-4.14E-08,-5.80E-09,35.0021869,4,0.0021869,1.00E-01
3286,73same/50&10@1,5,1.00E-13,1.00E-13,50,10,0.3,0.7,0.357725,0.642275,0.35,-3.39E-08,-4.75E-09,35.0017046,6,0.0017046,1.00E+00
595,8020/50&50@5,5,1.00E-12,1.00E-13,50,50,0.2,0.8,0.217675,0.782325,0.35,-2.21E-08,-3.09E-09,35.0010547,8,0.0010547,1.00E-01
1085,7030/100&10@1,5,1.00E-13,1.00E-12,100,10,0.3,0.7,0.2899,0.7101,0.35,-3.17E-08,-4.44E-09,35.0015378,8,0.0015378,1.00E+01
1490,50%50%/100&1@3,5,1.00E-13,1.00E-13,100,1,0.5,0.5,0.48225,0.51775,0.35,-3.28E-08,-4.59E-09,35.0015646,8,0.0015646,1.00E+00
3349,90%10% mg/20&10@4,5,1.00E-13,1.00E-12,20,10,0.1,0.9,0.101475,0.898525,0.35,-3.18E-08,-4.45E-09,35.0016795,6,0.0016795,1.00E+01
1589,60%40%/1&1@2,5,1.00E-13,1.00E-13,1,1,0.4,0.6,0.3983,0.6017,0.35,-3.64E-08,-5.10E-09,35.0015779,8,0.0015779,1.00E+00
2224,5050mg/100&50@3,5,1.00E-13,1.00E-12,100,50,0.5,0.5,0.461725,0.538275,0.35,-4.08E-08,-5.71E-09,35.0021868,4,0.0021868,1.00E+01
2158,90%10%/50&1@10,5,1.00E-13,1.00E-13,50,1,0.1,0.9,0.097325,0.902675,0.35,-3.10E-08,-4.34E-09,35.0014009,8,0.0014009,1.00E+00
2607,73same/20&1@2,5,1.00E-13,1.00E-13,20,1,0.3,0.7,0.3022,0.6978,0.35,-4.15E-08,-5.81E-09,35.0022021,4,0.0022021,1.00E+00
367,7030/100&20@7,5,1.00E-12,1.00E-13,100,20,0.3,0.7,0.25575,0.74425,0.35,-2.29E-08,-3.21E-09,35.0010791,8,0.0010791,1.00E-01
1232,8020/100&100@7,5,1.00E-13,1.00E-12,100,100,0.2,0.8,0.047925,0.952075,0.35,-2.10E-08,-2.94E-09,35.0009611,8,0.0009611,1.00E+01
3009,55/1&1@4,5,1.00E-12,1.00E-13,1,1,0.5,0.5,0.49935,0.50065,0.35,-3.27E-08,-4.58E-09,35.0017477,6,0.0017477,1.00E-01
1971,80%20%/20&10@4,5,1.00E-13,1.00E-13,20,10,0.2,0.8,0.2271,0.7729,0.35,-3.21E-08,-4.49E-09,35.001541,8,0.001541,1.00E+00
1947,80%20%/100&20@1,5,1.00E-13,1.00E-13,100,20,0.2,0.8,0.120425,0.879575,0.35,-2.29E-08,-3.21E-09,35.0010384,8,0.0010384,1.00E+00
1467,50%50%/100&100@1,5,1.00E-13,1.00E-13,100,100,0.5,0.5,0.431425,0.568575,0.35,-3.29E-08,-4.61E-09,35.0015562,8,0.0015562,1.00E+00
97,50%50%/20&1@7,5,1.00E-12,1.00E-13,20,1,0.5,0.5,0.488075,0.511925,0.35,-3.16E-08,-4.42E-09,35.0015711,8,0.0015711,1.00E-01
860,5050/50&10@4,5,1.00E-13,1.00E-12,50,10,0.5,0.5,0.49745,0.50255,0.35,-3.16E-08,-4.42E-09,35.0015703,8,0.0015703,1.00E+01
364,7030/100&20@4,5,1.00E-12,1.00E-13,100,20,0.3,0.7,0.374575,0.625425,0.35,-2.53E-08,-3.54E-09,35.0012156,8,0.0012156,1.00E-01
1863,70%30%/50&1@6,5,1.00E-13,1.00E-13,50,1,0.3,0.7,0.306825,0.693175,0.35,-3.37E-08,-4.72E-09,35.0015557,8,0.0015557,1.00E+00
381,7030/20&10@10,5,1.00E-12,1.00E-13,20,10,0.3,0.7,0.318475,0.681525,0.35,-3.18E-08,-4.45E-09,35.0015447,8,0.0015447,1.00E-01
3391,91/10&1@1,5,1.00E-12,1.00E-13,10,1,0.1,0.9,0.100225,0.899775,0.35,-3.02E-08,-4.23E-09,35.0015738,6,0.0015738,1.00E-01
2236,5050mg/20&1@5,5,1.00E-13,1.00E-12,20,1,0.5,0.5,0.488225,0.511775,0.35,-4.11E-08,-5.75E-09,35.0022016,4,0.0022016,1.00E+01
28,50%50%/10&1@8,5,1.00E-12,1.00E-13,10,1,0.5,0.5,0.482875,0.517125,0.35,-3.18E-08,-4.45E-09,35.0015737,8,0.0015737,1.00E-01
1098,7030/100&1@3,5,1.00E-13,1.00E-12,100,1,0.3,0.7,0.29935,0.70065,0.35,-3.19E-08,-4.47E-09,35.0015693,8,0.0015693,1.00E+01
447,7030/50&50@7,5,1.00E-12,1.00E-13,50,50,0.3,0.7,0.367525,0.632475,0.35,-3.12E-08,-4.37E-09,35.0014963,8,0.0014963,1.00E-01
2644,90%10% mg/10&10@4,5,1.00E-13,1.00E-12,10,10,0.1,0.9,0.10235,0.89765,0.35,-4.19E-08,-5.87E-09,35.0019545,4,0.0019545,1.00E+01
820,5050/100&50@3,5,1.00E-13,1.00E-12,100,50,0.5,0.5,0.461725,0.538275,0.35,-3.16E-08,-4.42E-09,35.0015648,8,0.0015648,1.00E+01
2964,5050same/100&20@4,5,1.00E-13,1.00E-13,100,20,0.5,0.5,0.49195,0.50805,0.35,-3.18E-08,-4.46E-09,35.0017096,6,0.0017096,1.00E+00
2499,73mg/10&1@4,5,1.00E-13,1.00E-12,10,1,0.3,0.7,0.30445,0.69555,0.35,-4.10E-08,-5.74E-09,35.0022119,4,0.0022119,1.00E+01
1627,60%40%/100&10@1,5,1.00E-13,1.00E-13,100,10,0.4,0.6,0.4334,0.5666,0.35,-3.37E-08,-4.72E-09,35.001525,8,0.001525,1.00E+00
2552,73mg/50&20@2,5,1.00E-13,1.00E-12,50,20,0.3,0.7,0.2768,0.7232,0.35,-4.10E-08,-5.74E-09,35.0021782,4,0.0021782,1.00E+01
2194,5050mg/10&10@3,5,1.00E-13,1.00E-12,10,10,0.5,0.5,0.511625,0.488375,0.35,-4.09E-08,-5.73E-09,35.0022017,4,0.0022017,1.00E+01
2967,5050same/100&50@2,5,1.00E-13,1.00E-13,100,50,0.5,0.5,0.4554,0.5446,0.35,-3.25E-08,-4.55E-09,35.0017024,6,0.0017024,1.00E+00
721,9010/50&1@10,5,1.00E-12,1.00E-13,50,1,0.1,0.9,0.097325,0.902675,0.35,-2.52E-08,-3.53E-09,35.0011756,8,0.0011756,1.00E-01
2065,90%10%/10&1@8,5,1.00E-13,1.00E-13,10,1,0.1,0.9,0.108825,0.891175,0.35,-3.41E-08,-4.77E-09,35.001531,8,0.001531,1.00E+00
3158,73mg/1&1@3,5,1.00E-13,1.00E-12,1,1,0.3,0.7,0.3018,0.6982,0.35,-3.28E-08,-4.59E-09,35.0017471,6,0.0017471,1.00E+01
3350,90%10% mg/20&10@5,5,1.00E-13,1.00E-12,20,10,0.1,0.9,0.0921,0.9079,0.35,-3.17E-08,-4.44E-09,35.001693,6,0.001693,1.00E+01
1483,50%50%/100&10@6,5,1.00E-13,1.00E-13,100,10,0.5,0.5,0.463975,0.536025,0.35,-3.28E-08,-4.59E-09,35.001547,8,0.001547,1.00E+00
1444,50%50%/1&1@7,5,1.00E-13,1.00E-13,1,1,0.5,0.5,0.497075,0.502925,0.35,-3.61E-08,-5.05E-09,35.0015788,8,0.0015788,1.00E+00
779,5050/10&1@9,5,1.00E-13,1.00E-12,10,1,0.5,0.5,0.5003,0.4997,0.35,-3.17E-08,-4.44E-09,35.001578,8,0.001578,1.00E+01
2054,90%10%/10&10@7,5,1.00E-13,1.00E-13,10,10,0.1,0.9,0.105025,0.894975,0.35,-3.52E-08,-4.93E-09,35.0015222,8,0.0015222,1.00E+00
1023,6040/50&1@8,5,1.00E-13,1.00E-12,50,1,0.4,0.6,0.370025,0.629975,0.35,-3.16E-08,-4.42E-09,35.0015747,8,0.0015747,1.00E+01
4,50%50%/1&1@4,5,1.00E-12,1.00E-13,1,1,0.5,0.5,0.49935,0.50065,0.35,-3.24E-08,-4.54E-09,35.0015785,8,0.0015785,1.00E-01
428,7030/50&1@8,5,1.00E-12,1.00E-13,50,1,0.3,0.7,0.274575,0.725425,0.35,-3.14E-08,-4.40E-09,35.001528,8,0.001528,1.00E-01
1700,60%40%/50&10@3,5,1.00E-13,1.00E-13,50,10,0.4,0.6,0.427575,0.572425,0.35,-3.33E-08,-4.66E-09,35.0015507,8,0.0015507,1.00E+00
3421,91/20&10@1,5,1.00E-12,1.00E-13,20,10,0.1,0.9,0.097825,0.902175,0.35,-2.55E-08,-3.57E-09,35.0013101,6,0.0013101,1.00E-01
516,8020/100&20@6,5,1.00E-12,1.00E-13,100,20,0.2,0.8,0.1832,0.8168,0.35,-1.72E-08,-2.41E-09,35.0008204,8,0.0008204,1.00E-01
2497,73mg/10&1@2,5,1.00E-13,1.00E-12,10,1,0.3,0.7,0.298025,0.701975,0.35,-4.13E-08,-5.78E-09,35.002212,4,0.002212,1.00E+01
2876,5050mg/100&10@1,5,1.00E-13,1.00E-12,100,10,0.5,0.5,0.488675,0.511325,0.35,-3.18E-08,-4.45E-09,35.0017376,6,0.0017376,1.00E+01
3191,73mg/100&50@1,5,1.00E-13,1.00E-12,100,50,0.3,0.7,0.5114,0.4886,0.35,-3.25E-08,-4.55E-09,35.0017264,6,0.0017264,1.00E+01
350,7030/100&1@1,5,1.00E-12,1.00E-13,100,1,0.3,0.7,0.3013,0.6987,0.35,-3.10E-08,-4.34E-09,35.0015084,8,0.0015084,1.00E-01
1699,60%40%/50&10@2,5,1.00E-13,1.00E-13,50,10,0.4,0.6,0.3948,0.6052,0.35,-3.20E-08,-4.48E-09,35.0015447,8,0.0015447,1.00E+00
2984,5050same/20&20@4,5,1.00E-13,1.00E-13,20,20,0.5,0.5,0.501325,0.498675,0.35,-3.31E-08,-4.64E-09,35.0017403,6,0.0017403,1.00E+00
1852,70%30%/50&10@5,5,1.00E-13,1.00E-13,50,10,0.3,0.7,0.249725,0.750275,0.35,-3.32E-08,-4.65E-09,35.001464,8,0.001464,1.00E+00
660,9010/100&20@1,5,1.00E-12,1.00E-13,100,20,0.1,0.9,0.061125,0.938875,0.35,-8.54E-09,-1.20E-09,35.0003885,8,0.0003885,1.00E-01
3204,73mg/20&1@4,5,1.00E-13,1.00E-12,20,1,0.3,0.7,0.3154,0.6846,0.35,-3.21E-08,-4.50E-09,35.0017442,6,0.0017442,1.00E+01
2905,5050mg/20&1@5,5,1.00E-13,1.00E-12,20,1,0.5,0.5,0.488225,0.511775,0.35,-3.20E-08,-4.47E-09,35.0017468,6,0.0017468,1.00E+01
2661,90%10% mg/100&1@1,5,1.00E-13,1.00E-12,100,1,0.1,0.9,0.098275,0.901725,0.35,-4.08E-08,-5.71E-09,35.0019263,4,0.0019263,1.00E+01
899,6040/1&1@4,5,1.00E-13,1.00E-12,1,1,0.4,0.6,0.3985,0.6015,0.35,-3.19E-08,-4.47E-09,35.0015788,8,0.0015788,1.00E+01
1674,60%40%/20&10@7,5,1.00E-13,1.00E-13,20,10,0.4,0.6,0.3936,0.6064,0.35,-3.47E-08,-4.86E-09,35.0015666,8,0.0015666,1.00E+00
2512,73mg/100&1@2,5,1.00E-13,1.00E-12,100,1,0.3,0.7,0.291925,0.708075,0.35,-4.13E-08,-5.78E-09,35.0022051,4,0.0022051,1.00E+01
158,6040/1&1@8,5,1.00E-12,1.00E-13,1,1,0.4,0.6,0.396875,0.603125,0.35,-3.25E-08,-4.55E-09,35.0015771,8,0.0015771,1.00E-01
383,7030/20&10@3,5,1.00E-12,1.00E-13,20,10,0.3,0.7,0.309425,0.690575,0.35,-3.17E-08,-4.44E-09,35.0015379,8,0.0015379,1.00E-01
2466,73/20&20@5,5,1.00E-12,1.00E-13,20,20,0.3,0.7,0.25095,0.74905,0.35,-4.05E-08,-5.67E-09,35.0021014,4,0.0021014,1.00E-01
140,50%50%/50&50@1,5,1.00E-12,1.00E-13,50,50,0.5,0.5,0.5021,0.4979,0.35,-3.17E-08,-4.44E-09,35.0015639,8,0.0015639,1.00E-01
465,8020/10&10@5,5,1.00E-12,1.00E-13,10,10,0.2,0.8,0.181025,0.818975,0.35,-3.15E-08,-4.41E-09,35.0015154,8,0.0015154,1.00E-01
2592,73same/100&20@2,5,1.00E-13,1.00E-13,100,20,0.3,0.7,0.2958,0.7042,0.35,-3.99E-08,-5.59E-09,35.002073,4,0.002073,1.00E+00
2328,5050same/50&20@2,5,1.00E-13,1.00E-13,50,20,0.5,0.5,0.439325,0.560675,0.35,-4.20E-08,-5.88E-09,35.0019907,4,0.0019907,1.00E+00
299,6040/50&50@9,5,1.00E-12,1.00E-13,50,50,0.4,0.6,0.368025,0.631975,0.35,-3.07E-08,-4.30E-09,35.0014727,8,0.0014727,1.00E-01
3506,91same/20&20@1,5,1.00E-13,1.00E-13,20,20,0.1,0.9,0.0966,0.9034,0.35,-3.47E-08,-4.85E-09,35.0016187,6,0.0016187,1.00E+00
397,7030/20&1@7,5,1.00E-12,1.00E-13,20,1,0.3,0.7,0.286075,0.713925,0.35,-3.19E-08,-4.47E-09,35.0015539,8,0.0015539,1.00E-01
2720,91/10&10@5,5,1.00E-12,1.00E-13,10,10,0.1,0.9,0.09305,0.90695,0.35,-3.84E-08,-5.38E-09,35.0017387,4,0.0017387,1.00E-01
934,6040/100&100@9,5,1.00E-13,1.00E-12,100,100,0.4,0.6,0.41425,0.58575,0.35,-3.16E-08,-4.42E-09,35.0015327,8,0.0015327,1.00E+01
887,5050/50&50@2,5,1.00E-13,1.00E-12,50,50,0.5,0.5,0.5923,0.4077,0.35,-3.16E-08,-4.42E-09,35.0015719,8,0.0015719,1.00E+01
2138,90%10%/20&20@10,5,1.00E-13,1.00E-13,20,20,0.1,0.9,0.09605,0.90395,0.35,-3.36E-08,-4.70E-09,35.0014177,8,0.0014177,1.00E+00
1680,60%40%/20&1@3,5,1.00E-13,1.00E-13,20,1,0.4,0.6,0.405625,0.594375,0.35,-3.19E-08,-4.47E-09,35.0015705,8,0.0015705,1.00E+00
1033,6040/50&20@8,5,1.00E-13,1.00E-12,50,20,0.4,0.6,0.531025,0.468975,0.35,-3.16E-08,-4.42E-09,35.0015659,8,0.0015659,1.00E+01
1552,50%50%/50&10@5,5,1.00E-13,1.00E-13,50,10,0.5,0.5,0.4984,0.5016,0.35,-3.17E-08,-4.44E-09,35.0015656,8,0.0015656,1.00E+00
2804,91same/100&100@4,5,1.00E-13,1.00E-13,100,100,0.1,0.9,0.013325,0.986675,0.35,-7.34E-09,-1.03E-09,35.0003268,4,0.0003268,1.00E+00
2106,90%10%/100&20@9,5,1.00E-13,1.00E-13,100,20,0.1,0.9,0.051325,0.948675,0.35,-1.02E-08,-1.43E-09,35.0004678,8,0.0004678,1.00E+00
1048,7030/1&1@3,5,1.00E-13,1.00E-12,1,1,0.3,0.7,0.3018,0.6982,0.35,-3.27E-08,-4.58E-09,35.001578,8,0.001578,1.00E+01
2041,90%10%/1&1@4,5,1.00E-13,1.00E-13,1,1,0.1,0.9,0.100125,0.899875,0.35,-4.01E-08,-5.61E-09,35.0015666,8,0.0015666,1.00E+00
2380,55/20&10@4,5,1.00E-12,1.00E-13,20,10,0.5,0.5,0.562075,0.437925,0.35,-4.14E-08,-5.80E-09,35.0022119,4,0.0022119,1.00E-01
2916,5050mg/50&1@1,5,1.00E-13,1.00E-12,50,1,0.5,0.5,0.52755,0.47245,0.35,-3.18E-08,-4.45E-09,35.0017458,6,0.0017458,1.00E+01
846,5050/20&20@1,5,1.00E-13,1.00E-12,20,20,0.5,0.5,0.531325,0.468675,0.35,-3.19E-08,-4.47E-09,35.001573,8,0.001573,1.00E+01
251,6040/20&20@10,5,1.00E-12,1.00E-13,20,20,0.4,0.6,0.488425,0.511575,0.35,-3.18E-08,-4.45E-09,35.0015634,8,0.0015634,1.00E-01
1782,70%30%/100&10@5,5,1.00E-13,1.00E-13,100,10,0.3,0.7,0.2674,0.7326,0.35,-3.02E-08,-4.23E-09,35.0013572,8,0.0013572,1.00E+00
2974,5050same/20&10@4,5,1.00E-13,1.00E-13,20,10,0.5,0.5,0.562075,0.437925,0.35,-3.50E-08,-4.89E-09,35.0017404,6,0.0017404,1.00E+00
806,5050/100&1@9,5,1.00E-13,1.00E-12,100,1,0.5,0.5,0.5059,0.4941,0.35,-3.17E-08,-4.44E-09,35.001576,8,0.001576,1.00E+01
3326,90%10% mg/100&10@1,5,1.00E-13,1.00E-12,100,10,0.1,0.9,0.078775,0.921225,0.35,-2.95E-08,-4.13E-09,35.0014695,6,0.0014695,1.00E+01
715,9010/50&10@5,5,1.00E-12,1.00E-13,50,10,0.1,0.9,0.0982,0.9018,0.35,-1.30E-08,-1.82E-09,35.0006012,8,0.0006012,1.00E-01
336,7030/100&100@6,5,1.00E-12,1.00E-13,100,100,0.3,0.7,0.40735,0.59265,0.35,-3.21E-08,-4.49E-09,35.0015156,8,0.0015156,1.00E-01
1458,50%50%/10&1@10,5,1.00E-13,1.00E-13,10,1,0.5,0.5,0.50135,0.49865,0.35,-3.21E-08,-4.49E-09,35.0015759,8,0.0015759,1.00E+00
987,6040/20&1@2,5,1.00E-13,1.00E-12,20,1,0.4,0.6,0.40765,0.59235,0.35,-3.17E-08,-4.44E-09,35.0015774,8,0.0015774,1.00E+01
2285,5050same/100&10@4,5,1.00E-13,1.00E-13,100,10,0.5,0.5,0.486925,0.513075,0.35,-4.02E-08,-5.63E-09,35.0019482,4,0.0019482,1.00E+00
195,6040/100&10@5,5,1.00E-12,1.00E-13,100,10,0.4,0.6,0.33785,0.66215,0.35,-2.64E-08,-3.70E-09,35.0012733,8,0.0012733,1.00E-01
2799,91same/10&1@4,5,1.00E-13,1.00E-13,10,1,0.1,0.9,0.108925,0.891075,0.35,-4.16E-08,-5.82E-09,35.0019473,4,0.0019473,1.00E+00
2571,73same/10&1@1,5,1.00E-13,1.00E-13,10,1,0.3,0.7,0.295375,0.704625,0.35,-4.45E-08,-6.23E-09,35.0022043,4,0.0022043,1.00E+00
1044,6040/50&50@9,5,1.00E-13,1.00E-12,50,50,0.4,0.6,0.368025,0.631975,0.35,-3.16E-08,-4.42E-09,35.0015557,8,0.0015557,1.00E+01
279,6040/50&1@9,5,1.00E-12,1.00E-13,50,1,0.4,0.6,0.383925,0.616075,0.35,-3.15E-08,-4.41E-09,35.0015532,8,0.0015532,1.00E-01
96,50%50%/20&1@6,5,1.00E-12,1.00E-13,20,1,0.5,0.5,0.49875,0.50125,0.35,-3.16E-08,-4.42E-09,35.0015719,8,0.0015719,1.00E-01
441,7030/50&50@10,5,1.00E-12,1.00E-13,50,50,0.3,0.7,0.231,0.769,0.35,-1.99E-08,-2.79E-09,35.0009477,8,0.0009477,1.00E-01
1196,8020/1&1@10,5,1.00E-13,1.00E-12,1,1,0.2,0.8,0.202925,0.797075,0.35,-3.16E-08,-4.42E-09,35.0015765,8,0.0015765,1.00E+01
1586,50%50%/50&50@9,5,1.00E-13,1.00E-13,50,50,0.5,0.5,0.447825,0.552175,0.35,-3.26E-08,-4.56E-09,35.0015593,8,0.0015593,1.00E+00
2460,73/20&1@4,5,1.00E-12,1.00E-13,20,1,0.3,0.7,0.3154,0.6846,0.35,-4.14E-08,-5.80E-09,35.0021895,4,0.0021895,1.00E-01
1042,6040/50&50@7,5,1.00E-13,1.00E-12,50,50,0.4,0.6,0.344975,0.655025,0.35,-3.16E-08,-4.42E-09,35.0015385,8,0.0015385,1.00E+01
3389,91/10&10@4,5,1.00E-12,1.00E-13,10,10,0.1,0.9,0.10235,0.89765,0.35,-2.85E-08,-3.99E-09,35.0014814,6,0.0014814,1.00E-01
3137,73/50&10@2,5,1.00E-12,1.00E-13,50,10,0.3,0.7,0.3248,0.6752,0.35,-3.06E-08,-4.29E-09,35.0016244,6,0.0016244,1.00E-01
1937,80%20%/100&1@1,5,1.00E-13,1.00E-13,100,1,0.2,0.8,0.20835,0.79165,0.35,-3.16E-08,-4.42E-09,35.0014846,8,0.0014846,1.00E+00
330,7030/100&100@1,5,1.00E-12,1.00E-13,100,100,0.3,0.7,0.4105,0.5895,0.35,-2.58E-08,-3.61E-09,35.0012637,8,0.0012637,1.00E-01
1875,70%30%/50&20@8,5,1.00E-13,1.00E-13,50,20,0.3,0.7,0.192775,0.807225,0.35,-2.81E-08,-3.93E-09,35.001331,8,0.001331,1.00E+00
861,5050/50&10@5,5,1.00E-13,1.00E-12,50,10,0.5,0.5,0.4984,0.5016,0.35,-3.16E-08,-4.42E-09,35.0015744,8,0.0015744,1.00E+01
745,9010/50&50@5,5,1.00E-12,1.00E-13,50,50,0.1,0.9,0.088925,0.911075,0.35,-2.07E-08,-2.90E-09,35.000967,8,0.000967,1.00E-01
3126,73/20&1@1,5,1.00E-12,1.00E-13,20,1,0.3,0.7,0.29565,0.70435,0.35,-3.23E-08,-4.52E-09,35.0017234,6,0.0017234,1.00E-01
1643,60%40%/100&1@6,5,1.00E-13,1.00E-13,100,1,0.4,0.6,0.40575,0.59425,0.35,-3.28E-08,-4.59E-09,35.0015598,8,0.0015598,1.00E+00
1111,7030/100&20@6,5,1.00E-13,1.00E-12,100,20,0.3,0.7,0.29145,0.70855,0.35,-3.08E-08,-4.31E-09,35.001476,8,0.001476,1.00E+01
327,7030/10&1@7,5,1.00E-12,1.00E-13,10,1,0.3,0.7,0.2912,0.7088,0.35,-3.22E-08,-4.51E-09,35.0015641,8,0.0015641,1.00E-01
2606,73same/20&1@1,5,1.00E-13,1.00E-13,20,1,0.3,0.7,0.29565,0.70435,0.35,-4.16E-08,-5.82E-09,35.0021977,4,0.0021977,1.00E+00
2555,73mg/50&20@5,5,1.00E-13,1.00E-12,50,20,0.3,0.7,0.234875,0.765125,0.35,-4.09E-08,-5.73E-09,35.0021654,4,0.0021654,1.00E+01
3228,73mg/50&50@3,5,1.00E-13,1.00E-12,50,50,0.3,0.7,0.21955,0.78045,0.35,-3.14E-08,-4.40E-09,35.0016859,6,0.0016859,1.00E+01
3040,55/100&20@5,5,1.00E-12,1.00E-13,100,20,0.5,0.5,0.55475,0.44525,0.35,-3.14E-08,-4.40E-09,35.0016788,6,0.0016788,1.00E-01
3411,91/100&20@1,5,1.00E-12,1.00E-13,100,20,0.1,0.9,0.061125,0.938875,0.35,-8.48E-09,-1.19E-09,35.0004328,6,0.0004328,1.00E-01
2323,5050same/50&1@2,5,1.00E-13,1.00E-13,50,1,0.5,0.5,0.500975,0.499025,0.35,-4.17E-08,-5.84E-09,35.002008,4,0.002008,1.00E+00
594,8020/50&50@4,5,1.00E-12,1.00E-13,50,50,0.2,0.8,0.219275,0.780725,0.35,-3.01E-08,-4.21E-09,35.0014035,8,0.0014035,1.00E-01
2576,73same/100&100@1,5,1.00E-13,1.00E-13,100,100,0.3,0.7,0.4105,0.5895,0.35,-4.40E-08,-6.16E-09,35.0021152,4,0.0021152,1.00E+00
2031,80%20%/50&50@4,5,1.00E-13,1.00E-13,50,50,0.2,0.8,0.219275,0.780725,0.35,-3.37E-08,-4.72E-09,35.0015076,8,0.0015076,1.00E+00
1635,60%40%/100&10@8,5,1.00E-13,1.00E-13,100,10,0.4,0.6,0.30595,0.69405,0.35,-3.00E-08,-4.20E-09,35.0014368,8,0.0014368,1.00E+00
549,8020/20&1@9,5,1.00E-12,1.00E-13,20,1,0.2,0.8,0.20145,0.79855,0.35,-3.19E-08,-4.47E-09,35.0015273,8,0.0015273,1.00E-01
556,8020/20&20@6,5,1.00E-12,1.00E-13,20,20,0.2,0.8,0.1781,0.8219,0.35,-2.77E-08,-3.88E-09,35.0013233,8,0.0013233,1.00E-01
1358,9010/100&1@2,5,1.00E-13,1.00E-12,100,1,0.1,0.9,0.0932,0.9068,0.35,-3.17E-08,-4.44E-09,35.0015265,8,0.0015265,1.00E+01
2958,5050same/100&1@3,5,1.00E-13,1.00E-13,100,1,0.5,0.5,0.48225,0.51775,0.35,-3.28E-08,-4.59E-09,35.0017337,6,0.0017337,1.00E+00
541,8020/20&1@10,5,1.00E-12,1.00E-13,20,1,0.2,0.8,0.193125,0.806875,0.35,-3.16E-08,-4.42E-09,35.0015235,8,0.0015235,1.00E-01
252,6040/20&20@2,5,1.00E-12,1.00E-13,20,20,0.4,0.6,0.3479,0.6521,0.35,-3.24E-08,-4.54E-09,35.0015496,8,0.0015496,1.00E-01
264,6040/50&10@4,5,1.00E-12,1.00E-13,50,10,0.4,0.6,0.4624,0.5376,0.35,-3.15E-08,-4.41E-09,35.0015216,8,0.0015216,1.00E-01
